ukb_code	uniprot_id	protein_name	gene_symbol	chr_hg19	start_bp_hg19	end_bp_hg19	olink_panel
2588	Q12846	Syntaxin-4	STX4	16	31044210	31054296	Oncology
2589	Q13190	Syntaxin-5	STX5	11	62574369	62599560	Inflammation II
2590	O43752	Syntaxin-6	STX6	1	180941861	180992047	Oncology
2591	O15400	Syntaxin-7	STX7	6	132767006	132834337	Inflammation II
2592	Q9UNK0	Syntaxin-8	STX8	17	9153788	9479908	Inflammation
2593	P61764	Syntaxin-binding protein 1	STXBP1	9	130374544	130457460	Neurology II
2594	O00186	Syntaxin-binding protein 3	STXBP3	1	109289296	109352148	Oncology
2595	Q8IWZ8	SURP and G-patch domain-containing protein 1	SUGP1	19	19386827	19431653	Oncology II
2596	Q9Y2Z0	Protein SGT1 homolog	SUGT1	13	53226844	53275044	Oncology
2597	P50225	Sulfotransferase 1A1	SULT1A1	16	28616903	28634946	Neurology
2598	Q06520	Bile salt sulfotransferase	SULT2A1	19	48373723	48389654	Inflammation
2599	Q8NBK3	Formylglycine-generating enzyme	SUMF1	3	3742498	4508965	Inflammation II
2600	Q8NBJ7	Inactive C-alpha-formylglycine-generating enzyme 2	SUMF2	7	56131695	56148363	Neurology
2601	P51687	Sulfite oxidase, mitochondrial	SUOX	12	56390964	56400425	Neurology II
2602	Q6UWL2	Sushi domain-containing protein 1	SUSD1	9	114803065	114937688	Cardiometabolic
2603	Q9UGT4	Sushi domain-containing protein 2	SUSD2	22	24577227	24585078	Neurology
2604	Q5VX71	Sushi domain-containing protein 4	SUSD4	1	223394161	223537544	Oncology II
2605	O60279	Sushi domain-containing protein 5	SUSD5	3	33191537	33260707	Inflammation II
2606	Q7L0J3	Synaptic vesicle glycoprotein 2A	SV2A	1	149874870	149889434	Neurology II
2607	Q9UH65	Switch-associated protein 70	SWAP70	11	9685624	9774538	Oncology II
2608	Q96A49	Synapse-associated protein 1	SYAP1	X	16737755	16783459	Inflammation II
2609	Q96PV0	Ras/Rap GTPase-activating protein SynGAP	SYNGAP1	6	33387847	33421466	Neurology II
2610	P21579	Synaptotagmin-1	SYT1	12	79257773	79845788	Neurology II
2611	Q96C24	Synaptotagmin-like protein 4	SYTL4	X	99929488	99987110	Cardiometabolic II
2612	Q9NYJ8	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	TAB2	6	149539777	149732749	Oncology II
2613	Q9Y6A5	Transforming acidic coiled-coil-containing protein 3	TACC3	4	1723227	1746898	Oncology
2614	P09758	Tumor-associated calcium signal transducer 2	TACSTD2	1	59041099	59043166	Oncology
2615	O75528	Transcriptional adapter 3	TADA3	3	9821544	9834695	Oncology II
2616	Q7Z5A7	Chemokine-like protein TAFA-5	TAFA5	22	48885272	49246724	Oncology
2617	Q9UI15	Transgelin-3	TAGLN3	3	111717511	111732734	Oncology II
2618	P37837	Transaldolase	TALDO1	11	747329	765024	Cardiometabolic II
2619	Q92844	TRAF family member-associated NF-kappa-B activator	TANK	2	161993419	162092732	Inflammation
2620	Q03518	Antigen peptide transporter 1	TAP1	6	32812986	32821755	Oncology II
2621	Q15633	RISC-loading complex subunit TARBP2	TARBP2	12	53894705	53900215	Neurology
2622	B6A8C7	T-cell-interacting, activating receptor on myeloid cells protein 1	TARM1	19	54573149	54584634	Neurology II
2623	P26639	Threonine--tRNA ligase 1, cytoplasmic	TARS1	5	33440802	33469644	Oncology II
2624	Q86VP1	Tax1-binding protein 1	TAX1BP1	7	27778950	27884183	Neurology II
2625	Q9HA65	TBC1 domain family member 17	TBC1D17	19	50380682	50392005	Neurology
2626	Q9NUY8	TBC1 domain family member 23	TBC1D23	3	99979844	100044095	Oncology
2627	Q92609	TBC1 domain family member 5	TBC1D5	3	17198654	18486309	Inflammation
2628	O75347	Tubulin-specific chaperone A	TBCA	5	76986991	77164604	Inflammation II
2629	Q99426	Tubulin-folding cofactor B	TBCB	19	36605191	36616849	Neurology
2630	Q15814	Tubulin-specific chaperone C	TBCC	6	42712219	42714558	Neurology
2631	O60907	F-box-like/WD repeat-containing protein TBL1X	TBL1X	X	9431335	9687780	Oncology
2632	Q16650	T-box brain protein 1	TBR1	2	162272605	162282381	Neurology II
2633	P56279	T-cell leukemia/lymphoma protein 1A	TCL1A	14	96176304	96180533	Neurology
2634	O95988	T-cell leukemia/lymphoma protein 1B	TCL1B	14	96152754	96158980	Cardiometabolic
2635	P20061	Transcobalamin-1	TCN1	11	59620273	59634048	Inflammation II
2636	P20062	Transcobalamin-2	TCN2	22	31002825	31023265	Cardiometabolic
2637	Q13428	Treacle protein	TCOF1	5	149737202	149779871	Cardiometabolic II
2638	Q8WWU5	T-complex protein 11 homolog	TCP11	6	35085848	35116387	Oncology II
2639	Q6NUS6	Tectonic-3	TCTN3	10	97423158	97453900	Cardiometabolic II
2640	P13385	Teratocarcinoma-derived growth factor 1	TDGF1	3	46616045	46668033	Neurology
2641	P48775	Tryptophan 2,3-dioxygenase	TDO2	4	156775890	156841558	Neurology II
2642	Q9NUW8	Tyrosyl-DNA phosphodiesterase 1	TDP1	14	90421283	90511106	Oncology II
2643	Q9Y2W6	Tudor and KH domain-containing protein	TDRKH	1	151742583	151763892	Neurology
2644	Q10587	Thyrotroph embryonic factor	TEF	22	41763337	41795330	Cardiometabolic II
2645	Q02763	Angiopoietin-1 receptor	TEK	9	27109139	27230173	Oncology
2646	P54274	Telomeric repeat-binding factor 1	TERF1	8	73921099	73960357	Inflammation II
2647	Q6N021	Methylcytosine dioxygenase TET2	TET2	4	106067032	106200973	Oncology II
2648	Q9BY14	Testis-expressed protein 101	TEX101	19	43905648	43922763	Neurology II
2649	O43247	Testis-expressed protein 33	TEX33	22	37387163	37403882	Oncology II
2650	P02787	Serotransferrin	TF	3	133464800	133497850	Inflammation II
2651	P05549	Transcription factor AP-2-alpha	TFAP2A	6	10393419	10419892	Neurology II
2652	P04155	Trefoil factor 1	TFF1	21	43782391	43786703	Neurology
2653	Q03403	Trefoil factor 2	TFF2	21	43766466	43771237	Inflammation
2654	Q07654	Trefoil factor 3	TFF3	21	43731777	43735761	Cardiometabolic
2655	P10646	Tissue factor pathway inhibitor	TFPI	2	188328957	188430487	Cardiometabolic
2656	P48307	Tissue factor pathway inhibitor 2	TFPI2	7	93514709	93520303	Oncology
2657	P02786	Transferrin receptor protein 1	TFRC	3	195754054	195809060	Cardiometabolic
2658	P01266	Thyroglobulin	TG	8	133879203	134147147	Oncology II
2659	P01135	Protransforming growth factor alpha	TGFA	2	70674412	70781325	Inflammation
2660	P01137	Transforming growth factor beta-1 proprotein	TGFB1	19	41807492	41859816	Inflammation
2661	P61812	Transforming growth factor beta-2 proprotein	TGFB2	1	218519577	218617961	Oncology II
2662	Q15582	Transforming growth factor-beta-induced protein ig-h3	TGFBI	5	135364584	135399507	Cardiometabolic
2663	P36897	TGF-beta receptor type-1	TGFBR1	9	101866320	101916474	Inflammation II
2664	P37173	TGF-beta receptor type-2	TGFBR2	3	30647994	30735634	Oncology
2665	Q03167	Transforming growth factor beta receptor type 3	TGFBR3	1	92145902	92371892	Cardiometabolic
2666	P21980	Protein-glutamine gamma-glutamyltransferase 2	TGM2	20	36756863	36794980	Cardiometabolic
2667	O43493	Trans-Golgi network integral membrane protein 2	TGOLN2	2	85545147	85555548	Inflammation II
2668	O43422	52 kDa repressor of the inhibitor of the protein kinase	THAP12	11	76061000	76092015	Oncology II
2669	P07204	Thrombomodulin	THBD	20	23026270	23030378	Cardiometabolic
2670	P35442	Thrombospondin-2	THBS2	6	169615875	169654139	Neurology
2671	P35443	Thrombospondin-4	THBS4	5	79287134	79379110	Cardiometabolic
2672	P52888	Thimet oligopeptidase	THOP1	19	2785458	2813599	Cardiometabolic
2673	P40225	Thrombopoietin	THPO	3	184089723	184095932	Cardiometabolic
2674	Q9Y2W1	Thyroid hormone receptor-associated protein 3	THRAP3	1	36690017	36770958	Cardiometabolic II
2675	Q9NS62	Thrombospondin type-1 domain-containing protein 1	THSD1	13	52951305	52980629	Inflammation II
2676	Q9BU02	Thiamine-triphosphatase	THTPA	14	24025216	24029480	Oncology II
2677	P04216	Thy-1 membrane glycoprotein	THY1	11	119288090	119295695	Neurology
2678	P31483	Nucleolysin TIA-1 isoform p40	TIA1	2	70436576	70475792	Cardiometabolic
2679	P35590	Tyrosine-protein kinase receptor Tie-1	TIE1	1	43766664	43788779	Cardiometabolic
2680	Q9NQ88	Fructose-2,6-bisphosphatase TIGAR	TIGAR	12	4430371	4462338	Neurology
2681	Q495A1	T-cell immunoreceptor with Ig and ITIM domains	TIGIT	3	113995760	114029135	Oncology II
2682	Q96H15	T-cell immunoglobulin and mucin domain-containing protein 4	TIMD4	5	156346293	156390266	Cardiometabolic
2683	P62072	Mitochondrial import inner membrane translocase subunit Tim10	TIMM10	11	57295936	57298276	Cardiometabolic II
2684	O60220	Mitochondrial import inner membrane translocase subunit Tim8 A	TIMM8A	X	100600649	100604184	Neurology II
2685	P01033	Metalloproteinase inhibitor 1	TIMP1	X	47441712	47446188	Cardiometabolic
2686	P16035	Metalloproteinase inhibitor 2	TIMP2	17	76849059	76921469	Cardiometabolic II
2687	P35625	Metalloproteinase inhibitor 3	TIMP3	22	33197687	33259030	Inflammation
2688	Q99727	Metalloproteinase inhibitor 4	TIMP4	3	12194551	12200851	Neurology
2689	Q9GZM7	Tubulointerstitial nephritis antigen-like	TINAGL1	1	32042116	32053288	Cardiometabolic
2690	Q5JTD0	Tight junction-associated protein 1	TJAP1	6	43445261	43474294	Oncology
2691	O95049	Tight junction protein ZO-3	TJP3	19	3708107	3750811	Neurology II
2692	P04183	Thymidine kinase, cytosolic	TK1	17	76170160	76183314	Oncology II
2693	Q15399	Toll-like receptor 1	TLR1	4	38792298	38858438	Inflammation II
2694	O60603	Toll-like receptor 2	TLR2	4	154622652	154626851	Oncology II
2695	O15455	Toll-like receptor 3	TLR3	4	186990306	187009223	Inflammation
2696	O00206	Toll-like receptor 4	TLR4	9	120466610	120479149	Inflammation II
2697	Q8N6Q1	Transmembrane and coiled-coil domain-containing protein 5A	TMCO5A	15	38214140	38259925	Neurology II
2698	Q13445	Transmembrane emp24 domain-containing protein 1	TMED1	19	10943114	10946994	Oncology II
2699	P49755	Transmembrane emp24 domain-containing protein 10	TMED10	14	75598173	75643334	Cardiometabolic II
2700	Q7Z7H5	Transmembrane emp24 domain-containing protein 4	TMED4	7	44617493	44621886	Cardiometabolic II
2701	Q6PL24	Protein TMED8	TMED8	14	77801364	77843452	Oncology II
2702	Q96A25	Transmembrane protein 106A	TMEM106A	17	41363854	41372061	Oncology II
2703	Q24JP5	Transmembrane protein 132A	TMEM132A	11	60691935	60704631	Cardiometabolic II
2704	Q86YD3	Transmembrane protein 25	TMEM25	11	118401756	118417995	Neurology II
2705	Q9NZQ9	Tropomodulin-4	TMOD4	1	151142462	151148760	Oncology II
2706	Q86T26	Transmembrane protease serine 11B	TMPRSS11B	4	69092371	69111438	Neurology II
2707	O60235	Transmembrane protease serine 11D	TMPRSS11D	4	68686594	68749750	Neurology II
2708	P98073	Enteropeptidase	TMPRSS15	21	19641433	19858197	Oncology
2709	Q9H3S3	Transmembrane protease serine 5	TMPRSS5	11	113558272	113577095	Neurology
2710	P63313	Thymosin beta-10	TMSB10	2	85132749	85133795	Neurology
2711	P24821	Tenascin	TNC	9	117782806	117880536	Cardiometabolic
2712	P01375	Tumor necrosis factor	TNF	6	31543344	31546113	Cardiometabolic
2713	Q03169	Tumor necrosis factor alpha-induced protein 2	TNFAIP2	14	103589779	103603776	Oncology II
2714	O95379	Tumor necrosis factor alpha-induced protein 8	TNFAIP8	5	118604387	118735383	Inflammation
2715	Q6P589	Tumor necrosis factor alpha-induced protein 8-like protein 2	TNFAIP8L2	1	151129105	151132225	Inflammation II
2716	O00220	Tumor necrosis factor receptor superfamily member 10A	TNFRSF10A	8	23047965	23082639	Neurology
2717	O14763	Tumor necrosis factor receptor superfamily member 10B	TNFRSF10B	8	22877646	22926692	Neurology
2718	O14798	Tumor necrosis factor receptor superfamily member 10C	TNFRSF10C	8	22941868	22974950	Cardiometabolic
2719	Q9Y6Q6	Tumor necrosis factor receptor superfamily member 11A	TNFRSF11A	18	59992520	60058516	Inflammation
2720	O00300	Tumor necrosis factor receptor superfamily member 11B	TNFRSF11B	8	119935796	119964439	Inflammation
2721	Q9NP84	Tumor necrosis factor receptor superfamily member 12A	TNFRSF12A	16	3068446	3072384	Oncology
2722	O14836	Tumor necrosis factor receptor superfamily member 13B	TNFRSF13B	17	16832849	16875432	Inflammation
2723	Q96RJ3	Tumor necrosis factor receptor superfamily member 13C	TNFRSF13C	22	42321045	42322822	Inflammation
2724	Q92956	Tumor necrosis factor receptor superfamily member 14	TNFRSF14	1	2487078	2496821	Inflammation
2725	Q02223	Tumor necrosis factor receptor superfamily member 17	TNFRSF17	16	12058964	12061925	Inflammation II
2726	Q9NS68	Tumor necrosis factor receptor superfamily member 19	TNFRSF19	13	24144509	24250232	Oncology
2727	P19438	Tumor necrosis factor receptor superfamily member 1A	TNFRSF1A	12	6437923	6451280	Neurology
2728	P20333	Tumor necrosis factor receptor superfamily member 1B	TNFRSF1B	1	12227060	12269285	Neurology
2729	O75509	Tumor necrosis factor receptor superfamily member 21	TNFRSF21	6	47199268	47277641	Neurology
2730	P43489	Tumor necrosis factor receptor superfamily member 4	TNFRSF4	1	1146706	1149518	Inflammation
2731	O95407	Tumor necrosis factor receptor superfamily member 6B	TNFRSF6B	20	62328021	62330037	Neurology
2732	P28908	Tumor necrosis factor receptor superfamily member 8	TNFRSF8	1	12123434	12204264	Neurology
2733	Q07011	Tumor necrosis factor receptor superfamily member 9	TNFRSF9	1	7979907	8000926	Neurology
2734	P50591	Tumor necrosis factor ligand superfamily member 10	TNFSF10	3	172223298	172241297	Inflammation
2735	O14788	Tumor necrosis factor ligand superfamily member 11	TNFSF11	13	43136872	43182149	Inflammation
2736	O43508	Tumor necrosis factor ligand superfamily member 12	TNFSF12	17	7452208	7464925	Inflammation
2737	O75888	Tumor necrosis factor ligand superfamily member 13	TNFSF13	17	7461609	7464925	Inflammation
2738	Q9Y275	Tumor necrosis factor ligand superfamily member 13B	TNFSF13B	13	108903588	108960832	Cardiometabolic
2739	O43557	Tumor necrosis factor ligand superfamily member 14	TNFSF14	19	6663148	6670599	Neurology
2740	P32971	Tumor necrosis factor ligand superfamily member 8	TNFSF8	9	117656003	117692697	Cardiometabolic II
2741	Q15025	TNFAIP3-interacting protein 1	TNIP1	5	150409506	150473138	Neurology II
2742	Q9UQP3	Tenascin-N	TNN	1	175036994	175117202	Cardiometabolic II
2743	P19429	Troponin I, cardiac muscle	TNNI3	19	55663137	55669141	Cardiometabolic
2744	Q92973	Transportin-1	TNPO1	5	72112139	72212560	Oncology II
2745	Q92752	Tenascin-R	TNR	1	175284330	175712906	Neurology
2746	P22105	Tenascin-X	TNXB	6	32008931	32083111	Neurology
2747	Q15388	Mitochondrial import receptor subunit TOM20 homolog	TOMM20	1	235272651	235292251	Cardiometabolic II
2748	P11387	DNA topoisomerase 1	TOP1	20	39657458	39753127	Oncology II
2749	Q969P6	DNA topoisomerase I, mitochondrial	TOP1MT	8	144386554	144442149	Oncology II
2750	Q02880	DNA topoisomerase 2-beta	TOP2B	3	25639475	25706398	Inflammation II
2751	Q5JTV8	Torsin-1A-interacting protein 1	TOR1AIP1	1	179851177	179894135	Cardiometabolic II
2752	P04637	Cellular tumor antigen p53	TP53	17	7565097	7590856	Oncology
2753	Q12888	TP53-binding protein 1	TP53BP1	15	43699407	43802926	Inflammation II
2754	Q53FA7	Quinone oxidoreductase PIG3	TP53I3	2	24300303	24308731	Inflammation II
2755	Q96A56	Tumor protein p53-inducible nuclear protein 1	TP53INP1	8	95938200	95961639	Cardiometabolic
2756	O15350	Tumor protein p73	TP73	1	3569084	3652765	Neurology II
2757	P0DKB5	Trophoblast glycoprotein-like	TPBGL	11	74951950	74954742	Neurology II
2758	O43399	Tumor protein D54	TPD52L2	20	62496596	62522898	Inflammation II
2759	Q9H3S4	Thiamin pyrophosphokinase 1	TPK1	7	144149034	144533488	Cardiometabolic II
2760	P06753	Tropomyosin alpha-3 chain	TPM3	1	154127784	154167124	Cardiometabolic II
2761	P51580	Thiopurine S-methyltransferase	TPMT	6	18128542	18155305	Oncology
2762	O14773	Tripeptidyl-peptidase 1	TPP1	11	6634000	6640692	Inflammation
2763	P59282	Tubulin polymerization-promoting protein family member 2	TPPP2	14	21492268	21504435	Oncology II
2764	Q9BW30	Tubulin polymerization-promoting protein family member 3	TPPP3	16	67423712	67427438	Neurology
2765	P12270	Nucleoprotein TPR	TPR	1	186280784	186344825	Cardiometabolic II
2766	Q9Y3C4	EKC/KEOPS complex subunit TPRKB	TPRKB	2	73956231	73964527	Oncology II
2767	Q15661	Tryptase alpha/beta-1	TPSAB1	16	1290697	1292555	Inflammation
2768	Q9BZJ3	Tryptase delta	TPSD1	16	1306060	1308532	Neurology II
2769	Q9NRR2	Tryptase gamma	TPSG1	16	1271651	1275257	Inflammation II
2770	P13693	Translationally-controlled tumor protein	TPT1	13	45911008	45915505	Inflammation
2771	Q12933	TNF receptor-associated factor 2	TRAF2	9	139776364	139821059	Inflammation
2772	Q13114-2	TNF receptor-associated factor 3, Isoform 2	TRAF3	14	103243813	103377837	Inflammation II
2773	O43734	E3 ubiquitin ligase TRAF3IP2	TRAF3IP2	6	111877657	111927481	Cardiometabolic II
2774	O14717	tRNA (cytosine(38)-C(5))-methyltransferase	TRDMT1	10	17184253	17244053	Oncology II
2775	O43280	Trehalase	TREH	11	118528026	118550399	Cardiometabolic II
2776	Q9NZC2	Triggering receptor expressed on myeloid cells 2	TREM2	6	41126244	41130924	Inflammation
2777	Q86YW5	Trem-like transcript 1 protein	TREML1	6	41117080	41122075	Inflammation II
2778	Q5T2D2	Trem-like transcript 2 protein	TREML2	6	41158015	41168932	Neurology
2779	O43715	TP53-regulated inhibitor of apoptosis 1	TRIAP1	12	120881764	120884215	Oncology
2780	P19474	E3 ubiquitin-protein ligase TRIM21	TRIM21	11	4406127	4414926	Inflammation
2781	O15164	Transcription intermediary factor 1-alpha	TRIM24	7	138145079	138274738	Oncology II
2782	Q14258	E3 ubiquitin/ISG15 ligase TRIM25	TRIM25	17	54965270	54991399	Oncology II
2783	Q12899	Tripartite motif-containing protein 26	TRIM26	6	30152232	30181204	Oncology II
2784	Q6P9F5	E3 ubiquitin ligase TRIM40	TRIM40	6	30103885	30116512	Neurology II
2785	Q9C035	Tripartite motif-containing protein 5	TRIM5	11	5684425	5959849	Inflammation
2786	Q8NG06	E3 ubiquitin-protein ligase TRIM58	TRIM58	1	248020501	248041507	Oncology II
2787	Q8NET8	Transient receptor potential cation channel subfamily V member 3	TRPV3	17	3413796	3461289	Cardiometabolic II
2788	Q92574	Hamartin	TSC1	9	135766735	135820020	Inflammation II
2789	Q15714	TSC22 domain family protein 1	TSC22D1	13	45007655	45151283	Neurology II
2790	P01222	Thyrotropin subunit beta	TSHB	1	115572415	115576941	Cardiometabolic
2791	Q969D9	Thymic stromal lymphopoietin	TSLP	5	110405760	110413722	Cardiometabolic
2792	Q99598	Translin-associated protein X	TSNAX	1	231664399	231702270	Cardiometabolic II
2793	O60635	Tetraspanin-1	TSPAN1	1	46640745	46651630	Cardiometabolic
2794	O95858	Tetraspanin-15	TSPAN15	10	71211229	71267425	Cardiometabolic II
2795	P41732	Tetraspanin-7	TSPAN7	X	38420623	38548169	Neurology II
2796	P19075	Tetraspanin-8	TSPAN8	12	71518865	71835678	Oncology II
2797	Q9H0U9	Testis-specific Y-encoded-like protein 1	TSPYL1	6	116597741	116601066	Inflammation II
2798	Q16762	Thiosulfate sulfurtransferase	TST	22	37406900	37415681	Neurology
2799	Q9UNY4	Transcription termination factor 2	TTF2	1	117602925	117650075	Neurology II
2800	Q8WZ42	Titin	TTN	2	179390716	179695529	Cardiometabolic II
2801	P02766	Transthyretin	TTR	18	29171689	29178974	Inflammation II
2802	Q13509	Tubulin beta-3 chain	TUBB3	16	89987800	90005169	Neurology II
2803	Q6IBS0	Twinfilin-2	TWF2	3	52262626	52273276	Cardiometabolic II
2804	P42681	Tyrosine-protein kinase TXK	TXK	4	48068410	48136273	Oncology II
2805	P40222	Alpha-taxilin	TXLNA	1	32645287	32663886	Neurology
2806	P10599	Thioredoxin	TXN	9	113006091	113018920	Inflammation II
2807	Q96J42	Thioredoxin domain-containing protein 15	TXNDC15	5	134209493	134237215	Oncology
2808	Q8NBS9	Thioredoxin domain-containing protein 5	TXNDC5	6	7881483	8026646	Neurology
2809	O14530	Thioredoxin domain-containing protein 9	TXNDC9	2	99935445	99957165	Neurology II
2810	O43396	Thioredoxin-like protein 1	TXNL1	18	54264439	54318831	Neurology II
2811	Q16881	Thioredoxin reductase 1, cytoplasmic	TXNRD1	12	104609557	104744061	Neurology
2812	P19971	Thymidine phosphorylase	TYMP	22	50964181	50968485	Cardiometabolic
2813	Q06418	Tyrosine-protein kinase receptor TYRO3	TYRO3	15	41849873	41871536	Cardiometabolic
2814	P17643	5,6-dihydroxyindole-2-carboxylic acid oxidase	TYRP1	9	12685439	12710290	Inflammation II
2815	Q9BSL1	Ubiquitin-associated domain-containing protein 1	UBAC1	9	138824815	138853226	Oncology
2816	P63146	Ubiquitin-conjugating enzyme E2 B	UBE2B	5	133706870	133727683	Oncology II
2817	O14933	Ubiquitin/ISG15-conjugating enzyme E2 L6	UBE2L6	11	57319129	57335757	Cardiometabolic II
2818	Q9H832	Ubiquitin-conjugating enzyme E2 Z	UBE2Z	17	46985731	47006418	Inflammation II
2819	Q9H347	Ubiquilin-3	UBQLN3	11	5528530	5531215	Cardiometabolic II
2820	Q04323	UBX domain-containing protein 1	UBXN1	11	62443970	62446567	Inflammation II
2821	Q92890	Ubiquitin recognition factor in ER-associated degradation protein 1	UFD1	22	19437433	19466738	Oncology II
